item_code,item_name,item_description,qty,qty_unit,manual_unit_price,unit_cost,cost_currency,tax_class,markup_override
4.1.6,CELL SEAL KIT,CELL SEAL KIT; copper busbar with tin-plated contact surfaces; ISO 9001 traceable manufacturing record package; continuous operation duty with remote monitoring. Supplier cost currency: AUD.,7,EA,,198248.44,AUD,,17
4.1.7,STACK BLOCK SERIALIZATION,STACK BLOCK SERIALIZATION; supplemental controlled item for hydrogen plant subassembly 4.1; factory traceability and commissioning readiness included. Supplier cost currency: GBP.,4,EA,,4571.20,GBP,,21
4.1.8,STACK INLET HEADER ADAPTER,STACK INLET HEADER ADAPTER; supplemental controlled item for hydrogen plant subassembly 4.1; factory traceability and commissioning readiness included. Supplier cost currency: EUR.,1,EA,,5380.56,EUR,,22
4.1.9,STACK OUTLET HEADER ADAPTER,STACK OUTLET HEADER ADAPTER; supplemental controlled item for hydrogen plant subassembly 4.1; factory traceability and commissioning readiness included. Supplier cost currency: KRW.,2,EA,,8093150.68,KRW,,23
4.1.10,CELL VOLTAGE TAP KIT,CELL VOLTAGE TAP KIT; supplemental controlled item for hydrogen plant subassembly 4.1; factory traceability and commissioning readiness included. Supplier cost currency: HKD.,3,EA,,46914.06,HKD,,24
4.1.11,STACK INSULATION BLANKET,STACK INSULATION BLANKET; supplemental controlled item for hydrogen plant subassembly 4.1; factory traceability and commissioning readiness included. Supplier cost currency: JPY.,4,EA,,910746.27,JPY,,25
4.1.12,STACK HYDROGEN LEAK CHECK KIT,STACK HYDROGEN LEAK CHECK KIT; supplemental controlled item for hydrogen plant subassembly 4.1; factory traceability and commissioning readiness included. Supplier cost currency: CNY.,1,EA,,44278.57,CNY,,20
4.2,STACK MANIFOLDS AND BALANCE OF STACK,"Hydrogen, oxygen, and water manifolds with pressure balancing and drain points.",1,LOT,,,,,
4.2.1,STACK MANIFOLDS AND ASSEMBLY,STACK MANIFOLDS AND ASSEMBLY; ATEX/IECEx suitable hydrogen-area component selection; NFPA 2 hydrogen technologies design consideration; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: CNY.,7,EA,,904292.86,CNY,,18
4.2.2,STACK MANIFOLDS AND MODULE,STACK MANIFOLDS AND MODULE; 316L stainless steel wetted construction; ASME B31.3 process piping fabrication basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: USD.,4,EA,,126684,USD,,19
4.2.3,STACK MANIFOLDS AND PANEL,STACK MANIFOLDS AND PANEL; duplex stainless steel process wetted construction; CE/UKCA technical file support package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: SGD.,5,EA,,171306.76,SGD,,20
4.2.4,STACK MANIFOLDS AND MANIFOLD,STACK MANIFOLDS AND MANIFOLD; EPDM/PTFE compatible deionized water service; UL 508A industrial control panel construction basis; design ambient -20 to 45 degC. Supplier cost currency: AUD.,6,EA,,198203.12,AUD,,16
4.2.5,STACK MANIFOLDS AND SENSOR SET,STACK MANIFOLDS AND SENSOR SET; copper busbar with tin-plated contact surfaces; ISO 9001 traceable manufacturing record package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: GBP.,7,EA,,101546.40,GBP,,17
4.2.6,STACK MANIFOLDS AND INSTALL KIT,STACK MANIFOLDS AND INSTALL KIT; powder-coated carbon steel structural frame; IEC 60204-1 electrical machinery compliance; continuous operation duty with remote monitoring. Supplier cost currency: EUR.,4,EA,,117607.41,EUR,,18
4.3,STACK SENSOR HARNESS,"Cell voltage, temperature, leak detection, and stack instrumentation harnesses.",1,LOT,,,,,
4.3.1,STACK SENSOR HARNESS ASSEMBLY,STACK SENSOR HARNESS ASSEMBLY; 316L stainless steel wetted construction; ASME B31.3 process piping fabrication basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: SGD.,4,EA,,171267.57,SGD,,19
4.3.2,STACK SENSOR HARNESS MODULE,STACK SENSOR HARNESS MODULE; duplex stainless steel process wetted construction; CE/UKCA technical file support package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: AUD.,5,EA,,198157.81,AUD,,20
4.3.3,STACK SENSOR HARNESS PANEL,STACK SENSOR HARNESS PANEL; EPDM/PTFE compatible deionized water service; UL 508A industrial control panel construction basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: GBP.,6,EA,,101523.20,GBP,,16
4.3.4,STACK SENSOR HARNESS MANIFOLD,STACK SENSOR HARNESS MANIFOLD; copper busbar with tin-plated contact surfaces; ISO 9001 traceable manufacturing record package; design ambient -20 to 45 degC. Supplier cost currency: EUR.,7,EA,,117580.56,EUR,,17
4.3.5,STACK SENSOR HARNESS SENSOR SET,STACK SENSOR HARNESS SENSOR SET; powder-coated carbon steel structural frame; IEC 60204-1 electrical machinery compliance; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: KRW.,4,EA,,174068493.15,KRW,,18
4.3.6,STACK SENSOR HARNESS INSTALL KIT,STACK SENSOR HARNESS INSTALL KIT; FRP/HDPE chemical-resistant utility construction; IEC 61511 instrumented protection design basis; continuous operation duty with remote monitoring. Supplier cost currency: HKD.,5,EA,,993382.81,HKD,,19
4.4,STACK COOLING INTERFACES,"Cooling plates, hoses, manifolds, and thermal interface hardware.",1,LOT,,,,,
4.4.1,STACK COOLING INTERFACES ASSEMBLY,STACK COOLING INTERFACES ASSEMBLY; duplex stainless steel process wetted construction; CE/UKCA technical file support package; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: GBP.,5,EA,,101500,GBP,,20
4.4.2,STACK COOLING INTERFACES MODULE,STACK COOLING INTERFACES MODULE; EPDM/PTFE compatible deionized water service; UL 508A industrial control panel construction basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: EUR.,6,EA,,117553.70,EUR,,16
4.4.3,STACK COOLING INTERFACES PANEL,STACK COOLING INTERFACES PANEL; copper busbar with tin-plated contact surfaces; ISO 9001 traceable manufacturing record package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: KRW.,7,EA,,174028767.12,KRW,,17
4.4.4,STACK COOLING INTERFACES MANIFOLD,STACK COOLING INTERFACES MANIFOLD; powder-coated carbon steel structural frame; IEC 60204-1 electrical machinery compliance; design ambient -20 to 45 degC. Supplier cost currency: HKD.,4,EA,,993156.25,HKD,,18
4.4.5,STACK COOLING INTERFACES SENSOR SET,STACK COOLING INTERFACES SENSOR SET; FRP/HDPE chemical-resistant utility construction; IEC 61511 instrumented protection design basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: JPY.,5,EA,,18986119.40,JPY,,19
4.4.6,STACK COOLING INTERFACES INSTALL KIT,STACK COOLING INTERFACES INSTALL KIT; IP66/NEMA 4X outdoor electrical enclosure; ISO 22734 hydrogen generator equipment requirements; continuous operation duty with remote monitoring. Supplier cost currency: CNY.,6,EA,,909214.29,CNY,,20
4.5,STACK SERVICE TOOLING,"Stack lifting fixtures, compression tools, alignment tools, and service covers.",1,LOT,,,,,
4.5.1,STACK SERVICE TOOLING ASSEMBLY,STACK SERVICE TOOLING ASSEMBLY; EPDM/PTFE compatible deionized water service; UL 508A industrial control panel construction basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: KRW.,6,EA,,173989041.10,KRW,,16
4.5.2,STACK SERVICE TOOLING MODULE,STACK SERVICE TOOLING MODULE; copper busbar with tin-plated contact surfaces; ISO 9001 traceable manufacturing record package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: HKD.,7,EA,,992929.69,HKD,,17
4.5.3,STACK SERVICE TOOLING PANEL,STACK SERVICE TOOLING PANEL; powder-coated carbon steel structural frame; IEC 60204-1 electrical machinery compliance; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: JPY.,4,EA,,18981791.04,JPY,,18
4.5.4,STACK SERVICE TOOLING MANIFOLD,STACK SERVICE TOOLING MANIFOLD; FRP/HDPE chemical-resistant utility construction; IEC 61511 instrumented protection design basis; design ambient -20 to 45 degC. Supplier cost currency: CNY.,5,EA,,909007.14,CNY,,19
4.5.5,STACK SERVICE TOOLING SENSOR SET,STACK SERVICE TOOLING SENSOR SET; IP66/NEMA 4X outdoor electrical enclosure; ISO 22734 hydrogen generator equipment requirements; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: USD.,6,EA,,127344,USD,,20
4.5.6,STACK SERVICE TOOLING INSTALL KIT,STACK SERVICE TOOLING INSTALL KIT; ATEX/IECEx suitable hydrogen-area component selection; NFPA 2 hydrogen technologies design consideration; continuous operation duty with remote monitoring. Supplier cost currency: SGD.,7,EA,,172198.65,SGD,,16
5,DC POWER CONVERSION AND TRANSFORMERS,"Medium-voltage intake, transformers, rectifiers, DC bus, harmonic filtering, and power electronics cooling support.",1,LOT,,,,,
5.1,MV INTAKE AND TRANSFORMERS,"Medium voltage switchgear interface, transformer package, protection relay support.",1,LOT,,,,,
5.1.1,MV INTAKE AND ASSEMBLY,MV INTAKE AND ASSEMBLY; ATEX/IECEx suitable hydrogen-area component selection; ISO 22734 hydrogen generator equipment requirements; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: USD.,5,EA,,69775,USD,,20
5.1.2,MV INTAKE AND MODULE,MV INTAKE AND MODULE; 316L stainless steel wetted construction; NFPA 2 hydrogen technologies design consideration; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: SGD.,2,EA,,94402.70,SGD,,21
5.1.3,MV INTAKE AND PANEL,MV INTAKE AND PANEL; duplex stainless steel process wetted construction; ASME B31.3 process piping fabrication basis; design ambient -20 to 45 degC. Supplier cost currency: AUD.,3,EA,,109282.81,AUD,,22
5.1.4,MV INTAKE AND MANIFOLD,MV INTAKE AND MANIFOLD; EPDM/PTFE compatible deionized water service; CE/UKCA technical file support package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: GBP.,4,EA,,56019.20,GBP,,18
5.1.5,MV INTAKE AND SENSOR SET,MV INTAKE AND SENSOR SET; copper busbar with tin-plated contact surfaces; UL 508A industrial control panel construction basis; continuous operation duty with remote monitoring. Supplier cost currency: EUR.,5,EA,,64913.89,EUR,,19
5.1.6,MV INTAKE AND INSTALL KIT,MV INTAKE AND INSTALL KIT; powder-coated carbon steel structural frame; ISO 9001 traceable manufacturing record package; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: KRW.,2,EA,,96150684.93,KRW,,20
5.2,RECTIFIER MODULES,"High-current rectifier cabinets, IGBT modules, control boards, and DC smoothing.",1,LOT,,,,,
5.2.1,RECTIFIER CABINET 2.5 MW,RECTIFIER CABINET 2.5 MW; 316L stainless steel wetted construction; NFPA 2 hydrogen technologies design consideration; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: AUD.,2,EA,,109237.50,AUD,,21
5.2.2,IGBT POWER MODULE SET,IGBT POWER MODULE SET; duplex stainless steel process wetted construction; ASME B31.3 process piping fabrication basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: GBP.,3,EA,,55996,GBP,,22
5.2.3,DC SMOOTHING CHOKE,DC SMOOTHING CHOKE; EPDM/PTFE compatible deionized water service; CE/UKCA technical file support package; design ambient -20 to 45 degC. Supplier cost currency: EUR.,4,EA,,64887.04,EUR,,18
5.2.4,RECTIFIER CONTROL BOARD,RECTIFIER CONTROL BOARD; copper busbar with tin-plated contact surfaces; UL 508A industrial control panel construction basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: KRW.,5,EA,,96110958.90,KRW,,19
5.2.5,HIGH CURRENT FUSE SET,HIGH CURRENT FUSE SET; powder-coated carbon steel structural frame; ISO 9001 traceable manufacturing record package; continuous operation duty with remote monitoring. Supplier cost currency: HKD.,2,EA,,548781.25,HKD,,20
5.2.6,RECTIFIER COOLANT MANIFOLD,RECTIFIER COOLANT MANIFOLD; FRP/HDPE chemical-resistant utility construction; IEC 60204-1 electrical machinery compliance; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: JPY.,3,EA,,10496567.16,JPY,,21
5.2.7,RECTIFIER SPARE GATE DRIVER,RECTIFIER SPARE GATE DRIVER; supplemental controlled item for hydrogen plant subassembly 5.2; factory traceability and commissioning readiness included. Supplier cost currency: CNY.,4,EA,,44900,CNY,,21
5.2.8,RECTIFIER WATER BLOCK,RECTIFIER WATER BLOCK; supplemental controlled item for hydrogen plant subassembly 5.2; factory traceability and commissioning readiness included. Supplier cost currency: USD.,1,EA,,6383,USD,,22
5.2.9,RECTIFIER BUS LINK FLEX,RECTIFIER BUS LINK FLEX; supplemental controlled item for hydrogen plant subassembly 5.2; factory traceability and commissioning readiness included. Supplier cost currency: SGD.,2,EA,,8756.76,SGD,,23
5.2.10,RECTIFIER THERMISTOR SET,RECTIFIER THERMISTOR SET; supplemental controlled item for hydrogen plant subassembly 5.2; factory traceability and commissioning readiness included. Supplier cost currency: AUD.,3,EA,,10276.56,AUD,,24
5.2.11,RECTIFIER CABINET ARC SHIELD,RECTIFIER CABINET ARC SHIELD; supplemental controlled item for hydrogen plant subassembly 5.2; factory traceability and commissioning readiness included. Supplier cost currency: GBP.,4,EA,,5339.20,GBP,,25
5.2.12,RECTIFIER CONTROL FIRMWARE LOAD,RECTIFIER CONTROL FIRMWARE LOAD; supplemental controlled item for hydrogen plant subassembly 5.2; factory traceability and commissioning readiness included. Supplier cost currency: EUR.,1,EA,,6269.44,EUR,,20
5.3,DC BUS AND BUSDUCT,"DC busbars, busduct, flexible copper links, supports, and insulation barriers.",1,LOT,,,,,
5.3.1,DC BUS AND ASSEMBLY,DC BUS AND ASSEMBLY; duplex stainless steel process wetted construction; ASME B31.3 process piping fabrication basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: EUR.,3,EA,,64860.19,EUR,,22
5.3.2,DC BUS AND MODULE,DC BUS AND MODULE; EPDM/PTFE compatible deionized water service; CE/UKCA technical file support package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: KRW.,4,EA,,96071232.88,KRW,,18
5.3.3,DC BUS AND PANEL,DC BUS AND PANEL; copper busbar with tin-plated contact surfaces; UL 508A industrial control panel construction basis; design ambient -20 to 45 degC. Supplier cost currency: HKD.,5,EA,,548554.69,HKD,,19
5.3.4,DC BUS AND MANIFOLD,DC BUS AND MANIFOLD; powder-coated carbon steel structural frame; ISO 9001 traceable manufacturing record package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: JPY.,2,EA,,10492238.81,JPY,,20
5.3.5,DC BUS AND SENSOR SET,DC BUS AND SENSOR SET; FRP/HDPE chemical-resistant utility construction; IEC 60204-1 electrical machinery compliance; continuous operation duty with remote monitoring. Supplier cost currency: CNY.,3,EA,,502721.43,CNY,,21
5.3.6,DC BUS AND INSTALL KIT,DC BUS AND INSTALL KIT; IP66/NEMA 4X outdoor electrical enclosure; IEC 61511 instrumented protection design basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: USD.,4,EA,,70464,USD,,22
5.4,HARMONIC FILTER AND POWER QUALITY,"Harmonic filters, power factor correction, metering, and power quality monitoring.",1,LOT,,,,,
5.4.1,HARMONIC FILTER AND ASSEMBLY,HARMONIC FILTER AND ASSEMBLY; EPDM/PTFE compatible deionized water service; CE/UKCA technical file support package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: HKD.,4,EA,,548328.12,HKD,,18
5.4.2,HARMONIC FILTER AND MODULE,HARMONIC FILTER AND MODULE; copper busbar with tin-plated contact surfaces; UL 508A industrial control panel construction basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: JPY.,5,EA,,10487910.45,JPY,,19
5.4.3,HARMONIC FILTER AND PANEL,HARMONIC FILTER AND PANEL; powder-coated carbon steel structural frame; ISO 9001 traceable manufacturing record package; design ambient -20 to 45 degC. Supplier cost currency: CNY.,2,EA,,502514.29,CNY,,20
5.4.4,HARMONIC FILTER AND MANIFOLD,HARMONIC FILTER AND MANIFOLD; FRP/HDPE chemical-resistant utility construction; IEC 60204-1 electrical machinery compliance; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: USD.,3,EA,,70435,USD,,21
5.4.5,HARMONIC FILTER AND SENSOR SET,HARMONIC FILTER AND SENSOR SET; IP66/NEMA 4X outdoor electrical enclosure; IEC 61511 instrumented protection design basis; continuous operation duty with remote monitoring. Supplier cost currency: SGD.,4,EA,,95294.59,SGD,,22
5.4.6,HARMONIC FILTER AND INSTALL KIT,HARMONIC FILTER AND INSTALL KIT; ATEX/IECEx suitable hydrogen-area component selection; ISO 22734 hydrogen generator equipment requirements; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: AUD.,5,EA,,110314.06,AUD,,18
5.5,POWER ELECTRONICS COOLING,"Rectifier coolant plates, pumps, filters, and leak monitoring provisions.",1,LOT,,,,,
5.5.1,POWER ELECTRONICS COOLING ASSEMBLY,POWER ELECTRONICS COOLING ASSEMBLY; copper busbar with tin-plated contact surfaces; UL 508A industrial control panel construction basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: CNY.,5,EA,,120164.29,CNY,,21
