item_code,item_name,item_description,qty,qty_unit,manual_unit_price,unit_cost,cost_currency,tax_class,markup_override
30.2.4,MAINTENANCE LADDER PACKAGE SERVICE,MAINTENANCE LADDER PACKAGE SERVICE; HDPE utility distribution header; ISO 9001 traceable manufacturing record package; maintenance access clearances included in layout. Supplier cost currency: JPY.,6,KG,,3056940,JPY,,18
30.3,GUARDRAIL AND TOE-BOARD PACKAGE,"GUARDRAIL AND TOE-BOARD PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
30.3.1,GUARDRAIL AND TOE-BOARD PACKAGE ASSEMBLY,GUARDRAIL AND TOE-BOARD PACKAGE ASSEMBLY; IP66 outdoor electrical enclosure; UL 508A industrial control panel construction basis; spare terminals reserved for future expansion. Supplier cost currency: JPY.,178,DAY,,2985781.45,JPY,,8
30.3.2,GUARDRAIL AND TOE-BOARD PACKAGE MODULE,GUARDRAIL AND TOE-BOARD PACKAGE MODULE; duplex stainless pipe spool; CE technical file support package; maintenance access clearances included in layout. Supplier cost currency: AUD.,3,KG,,3093.1,AUD,,16
30.3.3,GUARDRAIL AND TOE-BOARD PACKAGE ACCESSORY,GUARDRAIL AND TOE-BOARD PACKAGE ACCESSORY; HDPE utility distribution header; ISO 9001 traceable manufacturing record package; operator training material included in handover pack. Supplier cost currency: HKD.,8,TON,,15358.2,HKD,,18
30.3.4,GUARDRAIL AND TOE-BOARD PACKAGE SERVICE,GUARDRAIL AND TOE-BOARD PACKAGE SERVICE; aluminum cable ladder and support hardware; IECEx hazardous-area component selection basis; continuous operation duty with remote monitoring. Supplier cost currency: SGD.,13,EA,,2780.87,SGD,,20
31,CABLES AND FIELD WIRING,CABLES AND FIELD WIRING; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
31.1,POWER CABLE PACKAGE,"POWER CABLE PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
31.1.1,POWER CABLE PACKAGE ASSEMBLY,POWER CABLE PACKAGE ASSEMBLY; copper busbar with tinned contact faces; UL 508A industrial control panel construction basis; ambient design range from -10 C to 45 C. Supplier cost currency: AUD.,175,KG,,2576.35,AUD,,7
31.1.2,POWER CABLE PACKAGE MODULE,POWER CABLE PACKAGE MODULE; IP66 outdoor electrical enclosure; CE technical file support package; factory acceptance testing included before shipment. Supplier cost currency: HKD.,180,TON,,13053.85,HKD,,18
31.1.3,POWER CABLE PACKAGE ACCESSORY,POWER CABLE PACKAGE ACCESSORY; duplex stainless pipe spool; ISO 9001 traceable manufacturing record package; site commissioning supervision included. Supplier cost currency: SGD.,5,EA,,2479.36,SGD,,20
31.1.4,POWER CABLE PACKAGE SERVICE,POWER CABLE PACKAGE SERVICE; HDPE utility distribution header; IECEx hazardous-area component selection basis; spare terminals reserved for future expansion. Supplier cost currency: KRW.,10,SET,,25868000,KRW,,22
31.2,CONTROL CABLE PACKAGE,"CONTROL CABLE PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
31.2.1,CONTROL CABLE PACKAGE ASSEMBLY,CONTROL CABLE PACKAGE ASSEMBLY; IP66 outdoor electrical enclosure; CE technical file support package; site commissioning supervision included. Supplier cost currency: KRW.,2,EA,,25230121.45,KRW,,8
31.2.2,CONTROL CABLE PACKAGE MODULE,CONTROL CABLE PACKAGE MODULE; duplex stainless pipe spool; ISO 9001 traceable manufacturing record package; spare terminals reserved for future expansion. Supplier cost currency: USD.,7,SET,,1941.8,USD,,20
31.2.3,CONTROL CABLE PACKAGE ACCESSORY,CONTROL CABLE PACKAGE ACCESSORY; HDPE utility distribution header; IECEx hazardous-area component selection basis; maintenance access clearances included in layout. Supplier cost currency: EUR.,12,LOT,,1716.72,EUR,,22
31.2.4,CONTROL CABLE PACKAGE SERVICE,CONTROL CABLE PACKAGE SERVICE; aluminum cable ladder and support hardware; EN 1090 structural fabrication documentation; operator training material included in handover pack. Supplier cost currency: CNY.,17,M,,13906.15,CNY,,24
31.3,FIBER AND NETWORK CABLE PACKAGE,"FIBER AND NETWORK CABLE PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
31.3.1,FIBER AND NETWORK CABLE PACKAGE ASSEMBLY,FIBER AND NETWORK CABLE PACKAGE ASSEMBLY; duplex stainless pipe spool; ISO 9001 traceable manufacturing record package; maintenance access clearances included in layout. Supplier cost currency: CNY.,9,LOT,,13710.8,CNY,,9
31.3.2,FIBER AND NETWORK CABLE PACKAGE MODULE,FIBER AND NETWORK CABLE PACKAGE MODULE; HDPE utility distribution header; IECEx hazardous-area component selection basis; operator training material included in handover pack. Supplier cost currency: GBP.,14,M,,1558.4,GBP,,22
31.3.3,FIBER AND NETWORK CABLE PACKAGE ACCESSORY,FIBER AND NETWORK CABLE PACKAGE ACCESSORY; aluminum cable ladder and support hardware; EN 1090 structural fabrication documentation; continuous operation duty with remote monitoring. Supplier cost currency: JPY.,19,M2,,3257837.35,JPY,,24
31.3.4,FIBER AND NETWORK CABLE PACKAGE SERVICE,FIBER AND NETWORK CABLE PACKAGE SERVICE; PTFE-lined valve trim; API-style inspection and test plan documentation; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: AUD.,24,M3,,3249.4,AUD,,10
32,CABLE MANAGEMENT SYSTEM,CABLE MANAGEMENT SYSTEM; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
32.1,CABLE TRAY PACKAGE,"CABLE TRAY PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
32.1.1,CABLE TRAY PACKAGE ASSEMBLY,CABLE TRAY PACKAGE ASSEMBLY; IP66 outdoor electrical enclosure; ISO 9001 traceable manufacturing record package; factory acceptance testing included before shipment. Supplier cost currency: GBP.,6,M,,1431.05,GBP,,8
32.1.2,CABLE TRAY PACKAGE MODULE,CABLE TRAY PACKAGE MODULE; duplex stainless pipe spool; IECEx hazardous-area component selection basis; site commissioning supervision included. Supplier cost currency: JPY.,11,M2,,2754138.8,JPY,,24
32.1.3,CABLE TRAY PACKAGE ACCESSORY,CABLE TRAY PACKAGE ACCESSORY; HDPE utility distribution header; EN 1090 structural fabrication documentation; spare terminals reserved for future expansion. Supplier cost currency: AUD.,16,M3,,2732.65,AUD,,10
32.1.4,CABLE TRAY PACKAGE SERVICE,CABLE TRAY PACKAGE SERVICE; aluminum cable ladder and support hardware; API-style inspection and test plan documentation; maintenance access clearances included in layout. Supplier cost currency: HKD.,21,HR,,14260.15,HKD,,11
32.2,CONDUIT AND GLANDS,"CONDUIT AND GLANDS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
32.2.1,CONDUIT AND GLANDS ASSEMBLY,CONDUIT AND GLANDS ASSEMBLY; duplex stainless pipe spool; IECEx hazardous-area component selection basis; spare terminals reserved for future expansion. Supplier cost currency: HKD.,13,M3,,14038.4,HKD,,9
32.2.2,CONDUIT AND GLANDS MODULE,CONDUIT AND GLANDS MODULE; HDPE utility distribution header; EN 1090 structural fabrication documentation; maintenance access clearances included in layout. Supplier cost currency: SGD.,18,HR,,2509.2,SGD,,10
32.2.3,CONDUIT AND GLANDS ACCESSORY,CONDUIT AND GLANDS ACCESSORY; aluminum cable ladder and support hardware; API-style inspection and test plan documentation; operator training material included in handover pack. Supplier cost currency: KRW.,23,DAY,,27666017.35,KRW,,11
32.2.4,CONDUIT AND GLANDS SERVICE,CONDUIT AND GLANDS SERVICE; PTFE-lined valve trim; ISO 22734 hydrogen generator design basis; continuous operation duty with remote monitoring. Supplier cost currency: USD.,28,KG,,2005.7,USD,,12
32.3,CABLE MARKING PACKAGE,"CABLE MARKING PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
32.3.1,CABLE MARKING PACKAGE ASSEMBLY,CABLE MARKING PACKAGE ASSEMBLY; HDPE utility distribution header; EN 1090 structural fabrication documentation; operator training material included in handover pack. Supplier cost currency: USD.,20,DAY,,1927,USD,,4
32.3.2,CABLE MARKING PACKAGE MODULE,CABLE MARKING PACKAGE MODULE; aluminum cable ladder and support hardware; API-style inspection and test plan documentation; continuous operation duty with remote monitoring. Supplier cost currency: EUR.,25,KG,,1848.15,EUR,,11
32.3.3,CABLE MARKING PACKAGE ACCESSORY,CABLE MARKING PACKAGE ACCESSORY; PTFE-lined valve trim; ISO 22734 hydrogen generator design basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: CNY.,30,TON,,14816.3,CNY,,12
32.3.4,CABLE MARKING PACKAGE SERVICE,CABLE MARKING PACKAGE SERVICE; industrial Ethernet-ready control module; ASME B31.3 process piping fabrication basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: GBP.,35,EA,,1744.85,GBP,,14
33,GROUNDING AND LIGHTNING,GROUNDING AND LIGHTNING; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
33.1,GROUNDING GRID PACKAGE,"GROUNDING GRID PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
33.1.1,GROUNDING GRID PACKAGE ASSEMBLY,GROUNDING GRID PACKAGE ASSEMBLY; duplex stainless pipe spool; EN 1090 structural fabrication documentation; site commissioning supervision included. Supplier cost currency: EUR.,17,KG,,1683.48,EUR,,9
33.1.2,GROUNDING GRID PACKAGE MODULE,GROUNDING GRID PACKAGE MODULE; HDPE utility distribution header; API-style inspection and test plan documentation; spare terminals reserved for future expansion. Supplier cost currency: CNY.,22,TON,,12542.4,CNY,,12
33.1.3,GROUNDING GRID PACKAGE ACCESSORY,GROUNDING GRID PACKAGE ACCESSORY; aluminum cable ladder and support hardware; ISO 22734 hydrogen generator design basis; maintenance access clearances included in layout. Supplier cost currency: GBP.,27,EA,,1461.35,GBP,,14
33.1.4,GROUNDING GRID PACKAGE SERVICE,GROUNDING GRID PACKAGE SERVICE; PTFE-lined valve trim; ASME B31.3 process piping fabrication basis; operator training material included in handover pack. Supplier cost currency: JPY.,32,SET,,3026194.7,JPY,,15
33.2,BONDING ACCESSORIES,"BONDING ACCESSORIES covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
33.2.1,BONDING ACCESSORIES ASSEMBLY,BONDING ACCESSORIES ASSEMBLY; HDPE utility distribution header; API-style inspection and test plan documentation; maintenance access clearances included in layout. Supplier cost currency: JPY.,24,EA,,2954880,JPY,,4
33.2.2,BONDING ACCESSORIES MODULE,BONDING ACCESSORIES MODULE; aluminum cable ladder and support hardware; ISO 22734 hydrogen generator design basis; operator training material included in handover pack. Supplier cost currency: AUD.,29,SET,,2942.2,AUD,,14
33.2.3,BONDING ACCESSORIES ACCESSORY,BONDING ACCESSORIES ACCESSORY; PTFE-lined valve trim; ASME B31.3 process piping fabrication basis; continuous operation duty with remote monitoring. Supplier cost currency: HKD.,34,LOT,,15244.7,HKD,,15
33.2.4,BONDING ACCESSORIES SERVICE,BONDING ACCESSORIES SERVICE; industrial Ethernet-ready control module; IEC 60204 machine electrical safety basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: SGD.,39,M,,2789.73,SGD,,16
33.3,LIGHTNING PROTECTION PACKAGE,"LIGHTNING PROTECTION PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
33.3.1,LIGHTNING PROTECTION PACKAGE ASSEMBLY,LIGHTNING PROTECTION PACKAGE ASSEMBLY; aluminum cable ladder and support hardware; ISO 22734 hydrogen generator design basis; continuous operation duty with remote monitoring. Supplier cost currency: SGD.,31,LOT,,2695.19,SGD,,5
33.3.2,LIGHTNING PROTECTION PACKAGE MODULE,LIGHTNING PROTECTION PACKAGE MODULE; PTFE-lined valve trim; ASME B31.3 process piping fabrication basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: KRW.,36,M,,29464034.7,KRW,,15
33.3.3,LIGHTNING PROTECTION PACKAGE ACCESSORY,LIGHTNING PROTECTION PACKAGE ACCESSORY; industrial Ethernet-ready control module; IEC 60204 machine electrical safety basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: USD.,41,M2,,2147.05,USD,,16
33.3.4,LIGHTNING PROTECTION PACKAGE SERVICE,LIGHTNING PROTECTION PACKAGE SERVICE; 316L stainless steel wetted parts; NFPA 2 hydrogen technologies layout guidance; feed water conductivity target below 1 uS/cm. Supplier cost currency: EUR.,46,M3,,2054.76,EUR,,8
34,LIGHTING AND SMALL POWER,LIGHTING AND SMALL POWER; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
34.1,AREA LIGHTING PACKAGE,"AREA LIGHTING PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
34.1.1,AREA LIGHTING PACKAGE ASSEMBLY,AREA LIGHTING PACKAGE ASSEMBLY; HDPE utility distribution header; ISO 22734 hydrogen generator design basis; spare terminals reserved for future expansion. Supplier cost currency: KRW.,28,M,,24954500,KRW,,4
34.1.2,AREA LIGHTING PACKAGE MODULE,AREA LIGHTING PACKAGE MODULE; aluminum cable ladder and support hardware; ASME B31.3 process piping fabrication basis; maintenance access clearances included in layout. Supplier cost currency: USD.,33,M2,,1801.35,USD,,16
34.1.3,AREA LIGHTING PACKAGE ACCESSORY,AREA LIGHTING PACKAGE ACCESSORY; PTFE-lined valve trim; IEC 60204 machine electrical safety basis; operator training material included in handover pack. Supplier cost currency: EUR.,38,M3,,1733.94,EUR,,18
34.1.4,AREA LIGHTING PACKAGE SERVICE,AREA LIGHTING PACKAGE SERVICE; industrial Ethernet-ready control module; NFPA 2 hydrogen technologies layout guidance; continuous operation duty with remote monitoring. Supplier cost currency: CNY.,43,HR,,13804.05,CNY,,20
34.2,EMERGENCY LIGHTING PACKAGE,"EMERGENCY LIGHTING PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
34.2.1,EMERGENCY LIGHTING PACKAGE ASSEMBLY,EMERGENCY LIGHTING PACKAGE ASSEMBLY; aluminum cable ladder and support hardware; ASME B31.3 process piping fabrication basis; operator training material included in handover pack. Supplier cost currency: CNY.,35,M3,,13452.55,CNY,,5
34.2.2,EMERGENCY LIGHTING PACKAGE MODULE,EMERGENCY LIGHTING PACKAGE MODULE; PTFE-lined valve trim; IEC 60204 machine electrical safety basis; continuous operation duty with remote monitoring. Supplier cost currency: GBP.,40,HR,,1577.9,GBP,,18
34.2.3,EMERGENCY LIGHTING PACKAGE ACCESSORY,EMERGENCY LIGHTING PACKAGE ACCESSORY; industrial Ethernet-ready control module; NFPA 2 hydrogen technologies layout guidance; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: JPY.,45,DAY,,3227092.05,JPY,,20
34.2.4,EMERGENCY LIGHTING PACKAGE SERVICE,EMERGENCY LIGHTING PACKAGE SERVICE; 316L stainless steel wetted parts; UL 508A industrial control panel construction basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: AUD.,50,KG,,3254.65,AUD,,8
34.3,SMALL POWER OUTLETS,"SMALL POWER OUTLETS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
34.3.1,SMALL POWER OUTLETS ASSEMBLY,SMALL POWER OUTLETS ASSEMBLY; PTFE-lined valve trim; IEC 60204 machine electrical safety basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: AUD.,42,DAY,,3151.75,AUD,,6
34.3.2,SMALL POWER OUTLETS MODULE,SMALL POWER OUTLETS MODULE; industrial Ethernet-ready control module; NFPA 2 hydrogen technologies layout guidance; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: HKD.,47,KG,,16229.25,HKD,,20
34.3.3,SMALL POWER OUTLETS ACCESSORY,SMALL POWER OUTLETS ACCESSORY; 316L stainless steel wetted parts; UL 508A industrial control panel construction basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: SGD.,52,TON,,2975.72,SGD,,8
34.3.4,SMALL POWER OUTLETS SERVICE,SMALL POWER OUTLETS SERVICE; powder-coated carbon steel frame; CE technical file support package; ambient design range from -10 C to 45 C. Supplier cost currency: KRW.,57,EA,,31900086.75,KRW,,24
35,SPARE PARTS AND CONSUMABLES,SPARE PARTS AND CONSUMABLES; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
35.1,TWO-YEAR MECHANICAL SPARES,"TWO-YEAR MECHANICAL SPARES covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
35.1.1,TWO-YEAR MECHANICAL SPARES ASSEMBLY,TWO-YEAR MECHANICAL SPARES ASSEMBLY; aluminum cable ladder and support hardware; IEC 60204 machine electrical safety basis; maintenance access clearances included in layout. Supplier cost currency: HKD.,39,KG,,13768.75,HKD,,5
35.1.2,TWO-YEAR MECHANICAL SPARES MODULE,TWO-YEAR MECHANICAL SPARES MODULE; PTFE-lined valve trim; NFPA 2 hydrogen technologies layout guidance; operator training material included in handover pack. Supplier cost currency: SGD.,44,TON,,2518.06,SGD,,22
35.1.3,TWO-YEAR MECHANICAL SPARES ACCESSORY,TWO-YEAR MECHANICAL SPARES ACCESSORY; industrial Ethernet-ready control module; UL 508A industrial control panel construction basis; continuous operation duty with remote monitoring. Supplier cost currency: KRW.,49,EA,,27390552.05,KRW,,24
35.1.4,TWO-YEAR MECHANICAL SPARES SERVICE,TWO-YEAR MECHANICAL SPARES SERVICE; 316L stainless steel wetted parts; CE technical file support package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: USD.,54,SET,,2021.4,USD,,8
35.2,TWO-YEAR ELECTRICAL SPARES,"TWO-YEAR ELECTRICAL SPARES covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
35.2.1,TWO-YEAR ELECTRICAL SPARES ASSEMBLY,TWO-YEAR ELECTRICAL SPARES ASSEMBLY; PTFE-lined valve trim; NFPA 2 hydrogen technologies layout guidance; continuous operation duty with remote monitoring. Supplier cost currency: USD.,46,EA,,1942.7,USD,,6
35.2.2,TWO-YEAR ELECTRICAL SPARES MODULE,TWO-YEAR ELECTRICAL SPARES MODULE; industrial Ethernet-ready control module; UL 508A industrial control panel construction basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: EUR.,51,SET,,1865.37,EUR,,24
35.2.3,TWO-YEAR ELECTRICAL SPARES ACCESSORY,TWO-YEAR ELECTRICAL SPARES ACCESSORY; 316L stainless steel wetted parts; CE technical file support package; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: CNY.,56,LOT,,14714.2,CNY,,8
35.2.4,TWO-YEAR ELECTRICAL SPARES SERVICE,TWO-YEAR ELECTRICAL SPARES SERVICE; powder-coated carbon steel frame; ISO 9001 traceable manufacturing record package; feed water conductivity target below 1 uS/cm. Supplier cost currency: GBP.,61,M,,1764.35,GBP,,11
35.3,COMMISSIONING CONSUMABLES,"COMMISSIONING CONSUMABLES covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
35.3.1,COMMISSIONING CONSUMABLES ASSEMBLY,COMMISSIONING CONSUMABLES ASSEMBLY; industrial Ethernet-ready control module; UL 508A industrial control panel construction basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: GBP.,53,LOT,,1694.45,GBP,,7
35.3.2,COMMISSIONING CONSUMABLES MODULE,COMMISSIONING CONSUMABLES MODULE; 316L stainless steel wetted parts; CE technical file support package; feed water conductivity target below 1 uS/cm. Supplier cost currency: JPY.,58,M,,3427989.4,JPY,,8
35.3.3,COMMISSIONING CONSUMABLES ACCESSORY,COMMISSIONING CONSUMABLES ACCESSORY; powder-coated carbon steel frame; ISO 9001 traceable manufacturing record package; ambient design range from -10 C to 45 C. Supplier cost currency: AUD.,63,M2,,3464.2,AUD,,11
35.3.4,COMMISSIONING CONSUMABLES SERVICE,COMMISSIONING CONSUMABLES SERVICE; FRP chemical-resistant cabinet; IECEx hazardous-area component selection basis; factory acceptance testing included before shipment. Supplier cost currency: HKD.,68,M3,,17591.7,HKD,,12
36,SHOP FABRICATION SERVICES,SHOP FABRICATION SERVICES; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
36.1,SKID FABRICATION LABOR,"SKID FABRICATION LABOR covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
36.1.1,SKID FABRICATION LABOR ASSEMBLY,SKID FABRICATION LABOR ASSEMBLY; PTFE-lined valve trim; UL 508A industrial control panel construction basis; operator training material included in handover pack. Supplier cost currency: JPY.,50,M,,2924134.7,JPY,,6
36.1.2,SKID FABRICATION LABOR MODULE,SKID FABRICATION LABOR MODULE; industrial Ethernet-ready control module; CE technical file support package; continuous operation duty with remote monitoring. Supplier cost currency: AUD.,55,M2,,2947.45,AUD,,11
36.1.3,SKID FABRICATION LABOR ACCESSORY,SKID FABRICATION LABOR ACCESSORY; 316L stainless steel wetted parts; ISO 9001 traceable manufacturing record package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: HKD.,60,M3,,15131.2,HKD,,8
36.1.4,SKID FABRICATION LABOR SERVICE,SKID FABRICATION LABOR SERVICE; powder-coated carbon steel frame; IECEx hazardous-area component selection basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: SGD.,65,HR,,2798.59,SGD,,14
36.2,PIPE FABRICATION LABOR,"PIPE FABRICATION LABOR covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
36.2.1,PIPE FABRICATION LABOR ASSEMBLY,PIPE FABRICATION LABOR ASSEMBLY; industrial Ethernet-ready control module; CE technical file support package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: SGD.,57,M3,,2704.05,SGD,,7
36.2.2,PIPE FABRICATION LABOR MODULE,PIPE FABRICATION LABOR MODULE; 316L stainless steel wetted parts; ISO 9001 traceable manufacturing record package; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: KRW.,62,HR,,29188569.4,KRW,,8
36.2.3,PIPE FABRICATION LABOR ACCESSORY,PIPE FABRICATION LABOR ACCESSORY; powder-coated carbon steel frame; IECEx hazardous-area component selection basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: USD.,67,DAY,,2162.75,USD,,14
36.2.4,PIPE FABRICATION LABOR SERVICE,PIPE FABRICATION LABOR SERVICE; FRP chemical-resistant cabinet; EN 1090 structural fabrication documentation; ambient design range from -10 C to 45 C. Supplier cost currency: EUR.,72,KG,,2071.98,EUR,,15
36.3,PANEL ASSEMBLY LABOR,"PANEL ASSEMBLY LABOR covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
36.3.1,PANEL ASSEMBLY LABOR ASSEMBLY,PANEL ASSEMBLY LABOR ASSEMBLY; 316L stainless steel wetted parts; ISO 9001 traceable manufacturing record package; feed water conductivity target below 1 uS/cm. Supplier cost currency: EUR.,64,DAY,,1996.8,EUR,,8
36.3.2,PANEL ASSEMBLY LABOR MODULE,PANEL ASSEMBLY LABOR MODULE; powder-coated carbon steel frame; IECEx hazardous-area component selection basis; ambient design range from -10 C to 45 C. Supplier cost currency: CNY.,69,KG,,15624.35,CNY,,14
36.3.3,PANEL ASSEMBLY LABOR ACCESSORY,PANEL ASSEMBLY LABOR ACCESSORY; FRP chemical-resistant cabinet; EN 1090 structural fabrication documentation; factory acceptance testing included before shipment. Supplier cost currency: GBP.,74,TON,,1880.9,GBP,,15
36.3.4,PANEL ASSEMBLY LABOR SERVICE,PANEL ASSEMBLY LABOR SERVICE; copper busbar with tinned contact faces; API-style inspection and test plan documentation; site commissioning supervision included. Supplier cost currency: JPY.,79,EA,,3700201.45,JPY,,16
37,FACTORY ACCEPTANCE TESTING,FACTORY ACCEPTANCE TESTING; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
37.1,MECHANICAL FAT SUPPORT,"MECHANICAL FAT SUPPORT covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
37.1.1,MECHANICAL FAT SUPPORT ASSEMBLY,MECHANICAL FAT SUPPORT ASSEMBLY; industrial Ethernet-ready control module; ISO 9001 traceable manufacturing record package; continuous operation duty with remote monitoring. Supplier cost currency: CNY.,61,KG,,13350.45,CNY,,7
37.1.2,MECHANICAL FAT SUPPORT MODULE,MECHANICAL FAT SUPPORT MODULE; 316L stainless steel wetted parts; IECEx hazardous-area component selection basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: GBP.,66,TON,,1597.4,GBP,,8
37.1.3,MECHANICAL FAT SUPPORT ACCESSORY,MECHANICAL FAT SUPPORT ACCESSORY; powder-coated carbon steel frame; EN 1090 structural fabrication documentation; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: JPY.,71,EA,,3196346.75,JPY,,16
37.1.4,MECHANICAL FAT SUPPORT SERVICE,MECHANICAL FAT SUPPORT SERVICE; FRP chemical-resistant cabinet; API-style inspection and test plan documentation; feed water conductivity target below 1 uS/cm. Supplier cost currency: AUD.,76,SET,,3259.9,AUD,,18
37.2,ELECTRICAL FAT SUPPORT,"ELECTRICAL FAT SUPPORT covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
37.2.1,ELECTRICAL FAT SUPPORT ASSEMBLY,ELECTRICAL FAT SUPPORT ASSEMBLY; 316L stainless steel wetted parts; IECEx hazardous-area component selection basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: AUD.,68,EA,,3157,AUD,,8
37.2.2,ELECTRICAL FAT SUPPORT MODULE,ELECTRICAL FAT SUPPORT MODULE; powder-coated carbon steel frame; EN 1090 structural fabrication documentation; feed water conductivity target below 1 uS/cm. Supplier cost currency: HKD.,73,SET,,16115.75,HKD,,16
37.2.3,ELECTRICAL FAT SUPPORT ACCESSORY,ELECTRICAL FAT SUPPORT ACCESSORY; FRP chemical-resistant cabinet; API-style inspection and test plan documentation; ambient design range from -10 C to 45 C. Supplier cost currency: SGD.,78,LOT,,2984.58,SGD,,18
37.2.4,ELECTRICAL FAT SUPPORT SERVICE,ELECTRICAL FAT SUPPORT SERVICE; copper busbar with tinned contact faces; ISO 22734 hydrogen generator design basis; factory acceptance testing included before shipment. Supplier cost currency: KRW.,83,M,,31624621.45,KRW,,20
37.3,INTEGRATED SYSTEM FAT,"INTEGRATED SYSTEM FAT covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
37.3.1,INTEGRATED SYSTEM FAT ASSEMBLY,INTEGRATED SYSTEM FAT ASSEMBLY; powder-coated carbon steel frame; EN 1090 structural fabrication documentation; ambient design range from -10 C to 45 C. Supplier cost currency: KRW.,75,LOT,,30986586.75,KRW,,9
37.3.2,INTEGRATED SYSTEM FAT MODULE,INTEGRATED SYSTEM FAT MODULE; FRP chemical-resistant cabinet; API-style inspection and test plan documentation; factory acceptance testing included before shipment. Supplier cost currency: USD.,80,M,,2304.1,USD,,18
37.3.3,INTEGRATED SYSTEM FAT ACCESSORY,INTEGRATED SYSTEM FAT ACCESSORY; copper busbar with tinned contact faces; ISO 22734 hydrogen generator design basis; site commissioning supervision included. Supplier cost currency: EUR.,85,M2,,2203.41,EUR,,20
37.3.4,INTEGRATED SYSTEM FAT SERVICE,INTEGRATED SYSTEM FAT SERVICE; IP66 outdoor electrical enclosure; ASME B31.3 process piping fabrication basis; spare terminals reserved for future expansion. Supplier cost currency: CNY.,90,M3,,16886,CNY,,22
38,PACKING AND PRESERVATION,PACKING AND PRESERVATION; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
